Dish ID,Predicted Ingredients,Precision,Recall,Ingredients num Predicted
dish_1562008429,"['Jerusalem artichoke (appears to be roasted/cooked)', 'Persian or Lebanese cucumber slices (raw)']",,,
dish_1562008476,"['Brussels sprouts', 'Zucchini (sliced)', 'Ginger root']",,,
dish_1562008517,"['Brussels sprouts', 'Chicken breast (appears pan-seared)', 'Zucchini slices', 'Sesame seeds', 'Brown/caramelized bits (likely fond or sauce residue)']",,,
dish_1562008549,"['Ingredients visible on plate:', 'Brussels sprouts (appears roasted)', 'Zucchini (sliced)', 'Chicken breast (appears to be seared/roasted)', 'Sesame seeds', 'Lettuce leaves (possibly romaine or iceberg)', ""Note: The photo's quality makes it somewhat difficult to identify all ingredients with absolute certainty, and there appears to be some type of sauce or seasoning on the chicken, but its specific composition isn't clearly visible.""]",,,
dish_1562008738,"['Raw cauliflower florets', 'Green leaf lettuce', 'Broccoli florets']",,,
dish_1562008780,"['Broccoli florets', 'Cauliflower florets', 'Green leaf lettuce']",,,
dish_1562008813,"['Broccoli florets', 'Cauliflower florets', 'Mixed salad greens (appears to include lettuce varieties)', 'Grilled or roasted chicken wing (appears to have a marinade or sauce)']",,,
dish_1562008842,"['Ingredients visible on the plate:', 'Broccoli florets', 'Cauliflower florets', 'Mixed salad greens (appears to include lettuce varieties)', 'Grilled or roasted dark meat chicken pieces (appears seasoned)', 'Note: Due to the image quality and angle, some ingredients or seasonings may be present but not clearly identifiable in this view.']",,,
dish_1562008979,"['Romaine lettuce', 'Caesar dressing (appears creamy and pale green)', 'Wild/brown rice', 'Sautéed mushrooms (appears to be crimini/brown variety)', 'Shredded parmesan cheese', 'Carrot (small pieces visible in rice mixture)']",,,
dish_1562009006,"['Romaine lettuce', 'Caesar dressing (visible coating on lettuce)', 'Shredded Parmesan cheese', 'Wild mushrooms (appears to be mixed varieties)', 'Caramelized onions', 'Marinara or tomato sauce', 'What appears to be ravioli or pasta beneath the tomato sauce', 'White rice']",,,
dish_1562009148,"['From what is visible on the plate:', 'Brussels sprouts', 'Parsley (appears to be flat-leaf)', 'Rice (appears to be white rice)', 'Meat/protein (image quality makes it difficult to precisely identify the specific type)', 'Note: The image is somewhat blurry, which makes precise identification of some ingredients challenging. Only ingredients that can be clearly identified have been listed.']",,,
dish_1562009182,"['Brussels sprouts', 'Mixed salad greens (appears to include lettuce varieties)', 'Shrimp (appears to be cooked)', 'Sauce residue (unable to specify exact type)', 'Possible roasted vegetable pieces (slightly unclear due to image quality)', 'The image is somewhat blurry, which makes precise identification of all ingredients challenging. These are the items that can be identified with reasonable certainty.']",,,
dish_1562009894,"['Ingredients visible on plate:', 'Mixed lettuce greens (appears to include red leaf lettuce)', 'Shredded carrots', 'Whole corn kernels', 'Grated Parmesan cheese', 'Brown rice', 'Celery pieces']",,,
dish_1562009934,"['Ingredients visible on the plate:', 'Mixed lettuce leaves (appears to include red leaf lettuce)', 'Sweet corn kernels', 'Parmesan cheese shavings', 'Brown/wild rice blend', 'Grilled or roasted chicken (appears to be bone-in)', 'Olive oil (visible on salad)', 'Yellow corn kernels', 'Mixed baby greens', 'Shredded carrots (visible in salad)']",,,
dish_1562010048,"['From what is visible on the plate:', 'Meat (appears to be dark meat, possibly chicken or pork)', 'Chopped scallions/green onions', 'Fried garlic slivers', 'Red chili pieces', 'Soy sauce (evident from the dark sauce residue)', 'The plate appears to have remnants of what was likely an Asian-style dish, though portions have been consumed making full identification of all ingredients challenging.']",,,
dish_1562010085,"['Brussels sprouts', 'Shredded carrots', 'Shredded cabbage', 'What appears to be pan-seared chicken or pork (protein is partially obscured)', 'Sliced almonds', 'Fresh herbs (appears to be parsley or cilantro)', 'Possible soy or teriyaki sauce (based on the glaze visible)', 'The presentation is on a square white plate.']",,,
dish_1562010130,"['From what is visible on the plate:', 'Mixed salad greens (appears to be mesclun mix)', 'Broccoli florets', 'Brussels sprouts', 'Pine nuts', 'Chicken (appears to be roasted or grilled pieces)', 'Sesame seeds (white)']",,,
dish_1562010266,"['From what is visible in this somewhat blurry image:', ' Rice (appears to be brown)', ' Chicken pieces', ' Carrots (finely chopped)', ' Celery (diced)', ' Onions (appears sautéed)', ' Soy sauce (evident from the brown coloring on the rice)', ' Sesame seeds (visible scattered throughout)', ""The presentation suggests this might be a fried rice dish, but I'm listing only the clearly identifiable ingredients as requested.""]",,,
dish_1562010293,"['Ingredients visible on plate:', 'Romaine lettuce', 'Parmesan cheese shavings (visible on salad)', 'Appears to be shredded or chopped meat (possibly chicken or pork)', 'Red onion (visible mixed with meat)', 'Green onion/scallion (visible mixed with meat)', 'Caesar dressing (coating on lettuce)', 'Croutons (visible in salad)', 'Note: The meat portion appears to be stir-fried or sautéed with aromatics, but exact seasoning cannot be definitively identified from the image.']",,,
dish_1562010315,"['Brussels sprouts', 'Romaine lettuce', 'Ground turkey or pork (appears seasoned/browned)', 'Parmesan cheese shavings (visible on the lettuce)', 'What appears to be salad dressing (likely Caesar based on appearance)', 'The lighting and image quality make it challenging to identify additional specific ingredients or seasonings with complete certainty.']",,,
dish_1562010369,"['From what is visible on the white plate:', ' Onion (appears to be caramelized)', ' Red onion jam or chutney (small red portion visible)', 'The image appears to show a partially eaten or deconstructed dish, making it challenging to identify all components with absolute certainty.']",,,
dish_1562010394,"['From what is visible on the plate:', ' Mixed baby lettuces (appears to include red leaf lettuce and green leaf varieties)', ' Grilled or seared tuna (appears to be a small portion)', ' Pine nuts (visible as garnish)', ' Light colored dressing residue (possibly vinaigrette-based)', 'Note: The image quality and angle make it challenging to identify all ingredients with absolute certainty, particularly any additional components that might be incorporated into the salad.']",,,
dish_1562010418,"['Brussels sprouts (roasted)', 'Mixed baby lettuce leaves', 'Red leaf lettuce', 'Green leaf lettuce', 'What appears to be a portion of grilled chicken breast']",,,
dish_1562010440,"['Mixed salad greens (appears to include red leaf lettuce)', 'Green olives (possibly Castelvetrano variety based on color)', 'Bottarga (cured fish roe, grated, giving the characteristic yellow color)', 'Tuna (appears to be cooked or canned)', 'Mixed microgreens or tender lettuce leaves']",,,
dish_1562010821,"['From what is visible on the white square plate:', 'Cauliflower (appears to be roasted/browned)', 'Garlic (visible as small pieces)', 'Brown sauce/glaze (appears to be soy-based)', 'Pine nuts or chopped almonds (visible as small light-colored bits)', 'Note: The lighting and angle make it somewhat difficult to identify all components with absolute certainty.']",,,
dish_1562010865,"['Blackberries', 'Mixed baby lettuce greens (appears to be mesclun mix)', 'Red bell pepper pieces', 'What appears to be grilled or cooked protein (though exact type is not clearly identifiable from image)', 'Note: Due to the image quality and angle, some ingredients may be present but not clearly identifiable enough to list with certainty.']",,,
dish_1562010891,"['Fresh pineapple chunks', 'Blackberries', 'Mixed baby greens/mesclun', 'Red bell pepper (julienned)']",,,
dish_1562010929,"['Fresh pineapple chunks', 'Mixed salad greens (appears to be mesclun or spring mix)', 'Red chili peppers (appears to be fresh)', 'Dark leafy greens (possibly baby kale or spinach)']",,,
dish_1562011727,"['From what is visible on the white plate, I can identify:', 'Shredded cabbage', 'Ground meat (appears to be beef or pork)', 'Diced onions', 'Chopped carrots', 'Note: The dish appears to be a stir-fried or sautéed mixture, but due to the image quality and angle, some ingredients may be present but not clearly identifiable.']",,,
dish_1562011765,"['Brussels sprouts (halved and roasted)', 'Parmesan cheese (shaved)', 'Onions (caramelized)', 'Black pepper']",,,
dish_1562011794,"['Yellow saffron rice', 'Brussels sprouts', 'Shredded white cabbage', 'Pine nuts', 'Fresh parsley (appears to be garnish)', 'Raisins or dried currants', 'Note: The image quality and angle make it challenging to identify all ingredients with absolute certainty, but these are the clearly visible components on the white plate.']",,,
dish_1562012048,"['From what is visible in this somewhat unclear image:', 'White meat chicken breast (appears to be grilled or seared)', 'Fresh herb sprig (possibly rosemary or thyme, though image quality makes it difficult to definitively identify)', 'Red spice/seasoning flecks (visible on chicken)', 'The image quality and lighting make it challenging to identify additional ingredients or seasonings with complete certainty.']",,,
dish_1562012076,"['From what is visible on the plate:', ' White rice (appears to be long-grain)', ' Chicken breast pieces', ' What appears to be chili (small red fragments visible)', ' Green onion/scallion fragment', 'Note: The image quality and lighting make it challenging to identify additional ingredients or specific marinades that might be present on the chicken.']",,,
dish_1562094694,"['Mixed salad greens (appears to include green leaf lettuce and red leaf lettuce)', 'Spinach leaves', 'Black olives', 'Grape or cherry tomatoes', 'Blanched green beans (haricots verts)', 'Mixed raw mushrooms', 'White ceramic square plate']",,,
dish_1562094730,"['Mixed salad greens (appears to include:)', 'Green leaf lettuce', 'Red leaf lettuce', 'Baby spinach', 'Cherry tomatoes', 'Green beans', 'Sesame seeds', 'Chicken (appears to be breaded)', 'Bell peppers (green variety)', 'The image is slightly blurry, which makes it challenging to identify some potential additional ingredients with absolute certainty. These listed items are clearly visible on the white plate.']",,,
dish_1562094877,"['From what is visible on the plate:', 'Chicken wing/drumette', 'Garlic (minced/chopped), appears to be on top', 'What appears to be buffalo or hot sauce coating', 'Sesame seeds (white)']",,,
dish_1562094931,"['From what is visible on the plate:', 'Chicken wings (appears to be drumette and flat sections)', 'Sesame seeds (white)', 'Garlic (minced)', 'Fresh herbs (appears to be parsley or cilantro)', 'The image quality and partial consumption of the dish makes it challenging to identify additional specific ingredients with certainty.']",,,
dish_1562095283,"['Mixed salad greens (appears to include arugula)', 'Baby spinach leaves', 'Red bell peppers', 'Lemon wedge', 'Carrots (julienned)', 'Cherry tomatoes', 'Cucumber slices']",,,
dish_1562095340,"['Ingredients visible on the plate:', 'Pepperoni', 'Mozzarella cheese', 'Tomato sauce', 'Baby arugula', 'Cherry tomatoes', 'Red bell peppers', 'Cucumber', 'Lime wedge']",,,
dish_1562096372,"['Rotisserie or roasted chicken pieces with visible skin', 'Sesame seeds (white)', 'Fresh cucumber slices (appears to be English or Persian variety)']",,,
dish_1562096401,"['Green beans (fresh)', 'Chicken (appears to be roasted or baked)', 'White sesame seeds', 'English cucumber (sliced)', ""That's all I can definitively identify from the visible ingredients on this white plate.""]",,,
dish_1562096512,"['Based on what is visible on the white plate:', 'Chopped parsley (appears to be Italian flat-leaf variety)', 'That appears to be the only identifiable ingredient visible on this plate.']",,,
dish_1562096542,"[' French Green Beans (Haricots Verts)', ' Curly Kale (appears to be chopped/processed)']",,,
dish_1562096584,"['French green beans (haricots verts)', 'Coarse breadcrumbs (appearing toasted)', 'Finely chopped curly parsley']",,,
dish_1562096608,"['Green beans (haricots verts)', 'Quinoa', 'Broccoli (appears steamed/blanched)', 'White fish (appears flaked/cooked)', 'Fresh parsley (appears to be garnishing the fish)']",,,
dish_1562096633,"['Ingredients visible on the plate:', 'Green beans', 'Chicken (appears to be breast meat)', 'Breadcrumbs (appears golden brown)', 'Parsley', 'Kale (appears to be chopped/shredded)', 'Rice (appears to be white rice)']",,,
dish_1562096907,"['Visible ingredients:', 'Butter-poached white fish (appears to be cod or halibut)', 'Fresh dill fronds', 'Microgreens (appears to be watercress or arugula)', 'Parsley leaves', 'Light-colored sauce (appears to be butter or beurre blanc based)']",,,
dish_1562096933,"['Fresh green beans (haricots verts)', 'Pan-seared chicken breast', 'Fresh cilantro/coriander leaves', 'Light colored sauce (appears to be a pan sauce)']",,,
dish_1562096973,"['Mixed baby lettuce greens (appears to include red leaf lettuce)', 'Fresh chives', 'Julienned carrots', 'White fish (appears to be cod or halibut)', 'Fresh dill', 'Green beans']",,,
dish_1562097001,"['Mixed salad greens (appears to include butter lettuce and arugula)', 'Green beans', 'Cucumber slices', 'Mashed potatoes with herbs (appears to be chives)', 'White fish (appears baked/grilled)', 'Gravy or sauce (brown in color)', 'Carrots (visible in salad)', 'Note: Image quality makes it challenging to identify some specific ingredients with absolute certainty, but these are the clearly visible components on the plate.']",,,
dish_1562097653,"['Arugula (Rocket)', 'Ground meat (appears to be browned/seasoned)']",,,
dish_1562097673,"['Arugula (rocket) leaves', 'White fish fillet (appears to be cod or halibut)', 'Fresh dill', 'White beans (likely cannellini)', 'Dark bread crumbs or croutons', 'Olive oil (visible sheen)']",,,
dish_1562099134,"['From what is visible on the plate:', ' Mixed salad greens (appears to include red leaf lettuce)', ' Carrots', ' Chicken leg/drumstick', ' What appears to be a white sauce or dressing with brown specks (possibly pepper) visible in upper right corner', 'Note: The image quality is somewhat blurry, making precise identification of some ingredients challenging. Some components may be present but not clearly distinguishable in this view.']",,,
dish_1562099157,"['Mixed salad greens (appears to include red leaf lettuce)', 'Green beans', 'Chicken drumstick (appears to be roasted)', 'Cooked carrots', 'Flatbread or naan with spotted pattern (possibly seeds or spices)', 'Fresh cilantro/coriander leaf (garnish)']",,,
dish_1562168450,"['Fresh pineapple chunks', 'Fresh blueberries', 'Fresh strawberries', 'White cauliflower florets', 'Roasted sweet potato wedges']",,,
dish_1562168471,"['Here are the visible ingredients on the plate:', 'Fresh pineapple spears', 'Fresh blueberries', 'Brussels sprouts', 'Cherry tomatoes', 'Mozzarella cheese chunks', 'Sweet potato fries (appears to be roasted/baked)']",,,
dish_1562168648,"['From what is visible on the white plate:', ' Green leaf lettuce (appears to be a torn portion of butter lettuce/Boston bibb variety)', ""That's all that is clearly identifiable in this image of a small portion of leafy greens on the white plate.""]",,,
dish_1562168673,"['Green leaf lettuce', 'Green apple (appears to be Granny Smith based on color), cut in chunks', 'Asparagus spears']",,,
dish_1562168696,"[' Green leaf lettuce', ' Strawberries', ' Blueberries', ' Honeydew melon chunks']",,,
dish_1562168800,"['Roasted yellow potatoes', 'Green leaf lettuce', 'Fresh strawberries', 'Fresh blueberries', 'Honeydew melon chunks']",,,
dish_1562169818,"['Scrambled eggs', 'Brussels sprouts (appears to be roasted/sautéed)', 'Mixed lettuce greens (likely includes green leaf lettuce)', 'Strawberries (visible in salad)']",,,
dish_1562169840,"[' Scrambled eggs', ' Breakfast sausage patties', ' Brussels sprouts (appears to be roasted)', ' Mixed green lettuce leaves', ' What appears to be bacon bits or similar garnish on the lettuce']",,,
dish_1562170331,"['Roasted/sautéed potato wedges', 'Fresh strawberries', 'Fresh blueberries', 'Fresh mango chunks', 'Watermelon cubes']",,,
dish_1562170356,"[' Turkey bacon strip', ' Roasted potato wedges', ' Fresh mango chunks', ' Strawberries', ' Blueberries', ' Watermelon cubes']",,,
dish_1562173200,"['Chia pudding (appears to be made with grey-colored chia seeds)', 'Fresh mango chunks (likely from a ripe yellow mango, cut in approximately 1-inch cubes)']",,,
dish_1562180025,"[' Bacon strips (appears to be standard pork bacon, crispy cooked)', ' Breaded chicken cutlet (appears to be fried)', ' Shredded white cabbage', ' Shredded carrots']",,,
dish_1562180089,"['Bacon (appears to be standard cut, pan-fried)', 'Breaded chicken cutlet (with visible white cheese melted on top)', 'Yellow squash or pumpkin (cubed)', 'Mushrooms (dark pieces visible among the squash)']",,,
dish_1562180157,"['Romaine lettuce', 'Fresh strawberry slices', 'Yellow bell pepper', 'Portobello mushroom', 'Breaded chicken cutlet', 'Shredded mozzarella cheese', 'Bacon strips', 'Mixed salad greens (appears to include butter lettuce)']",,,
dish_1562181217,"['From what is visible on the white plate:', 'Shredded green cabbage', 'Shredded carrot', 'Fried breaded meat (appears to be chicken or pork)', 'Fresh cilantro', 'White sauce (appears to be mayo-based)']",,,
dish_1562181247,"['Bacon strips (appears to be standard pork bacon)', 'Shredded green cabbage', 'Shredded carrots', 'Chopped parsley', 'What appears to be fried chicken (breaded/battered pieces)']",,,
dish_1562181285,"['Baby spinach leaves', 'Pine nuts', 'Pulled or shredded pork (appears to be in a dark sauce/glaze)', 'Shredded cabbage (appears to be white cabbage)', 'Shredded carrots']",,,
dish_1562183096,"[' Button mushrooms (Agaricus bisporus)', ' Arugula (Eruca sativa)']",,,
dish_1562183125,"['Button mushrooms (Agaricus bisporus)', 'Baby arugula (Eruca sativa)', 'Mixed baby lettuce greens']",,,
dish_1562183151,"['Button mushrooms', 'French green beans (haricots verts)', 'Broccoli florets', 'Baby arugula/rocket leaves', 'Mixed salad greens (appears to include frisée or curly endive)']",,,
dish_1562183175,"['Baby potatoes', 'Button mushrooms', 'Green string beans', 'Broccoli florets', 'Wild arugula (rocket)']",,,
dish_1562183201,"['Baby new potatoes', 'Whole button mushrooms', 'French green beans (haricots verts)', 'Broccoli florets', 'Smoked salmon', 'Mixed salad greens (appears to include arugula/rocket)']",,,
dish_1562184663,"['Crispy bacon strips', 'Roasted pork tenderloin', 'Toasted pine nuts', 'Fresh parsley leaf', 'What appears to be a cream-based sauce (possibly ricotta or other white sauce)']",,,
dish_1562184705,"['Bacon strips (appears to be regular cut)', 'Pork tenderloin (cooked)', 'Fresh broccoli florets', 'Green beans (whole)', 'Lentils (appears to be brown variety)', 'White sauce or cream-based sauce on plate']",,,
dish_1562602657,"[' Long grain white rice (appears to be basmati or jasmine)', ' Smoked sausage (appears to be kielbasa or similar)', ' Brussels sprouts']",,,
dish_1562602687,"[' Hash browns (shredded potatoes)', ' Scrambled eggs', ' Hot dog/sausage pieces', ' Brussels sprouts', 'Note: The image appears slightly blurry, which makes it challenging to identify specific varieties of the ingredients with absolute certainty.']",,,
dish_1562602832,"['Fresh strawberries', 'Blackberries', 'Blueberries', 'White coconut flakes/shredded coconut']",,,
dish_1562602860,"['Fresh strawberries, chopped', 'Blackberries', 'Shredded coconut (appears to be unsweetened)']",,,
dish_1562602888,"['Fresh diced Roma tomatoes', 'Hard-boiled egg whites, chopped', 'Gray-colored spread or mixture with visible black specks (appears to be a poppy seed based spread)', 'Blackberries']",,,
dish_1562602918,"['Here are the visible ingredients:', ' Fresh strawberries (cut into chunks)', ' Fresh blackberries', ' Coconut (shredded or flaked, appears to be unsweetened)', ' Potato (appears to be roasted or pan-fried cubes)', ' Egg whites (chopped)']",,,
dish_1562602945,"['Watermelon, cubed', 'Blackberries', 'Cottage cheese or crumbled feta cheese', 'Roasted potatoes, golden brown', 'What appears to be chia seed pudding or another grey-colored grain/seed preparation']",,,
dish_1562603626,"[' Fresh pineapple chunks', ' Strawberries', ' Blackberries', ' Blueberries', ' Bacon strips (appears to be crispy cooked)']",,,
dish_1562603842,"['Mixed salad greens (appears to include red leaf lettuce)', 'White rice (appears to be long-grain)', 'Broccoli (small piece visible)', 'Onions (appears sautéed or caramelized)']",,,
dish_1562603867,"[' Small cocktail/party sausages (appear to be beef or pork)', ' Mixed green salad leaves', ' Hash browns or shredded potato (appears pan-fried or roasted)']",,,
dish_1562603895,"['Breakfast sausage links (appears to be pork)', 'Scrambled eggs', 'Hash browns (shredded white potatoes)', 'Mixed green salad (appears to contain:', 'Lettuce leaves', 'Red bell pepper pieces', 'Dark leafy greens (possibly spring mix)']",,,
dish_1562605384,"['Scrambled eggs', 'Brussels sprouts', 'Red potatoes (likely roasted)']",,,
dish_1562605411,"['Scrambled eggs', 'Brussels sprouts', 'Red tomato chunks', 'Red potatoes (likely roasted)']",,,
dish_1562611620,"['From what is visible on the white plate:', ' Pepperoni (appears to be a single slice)', ' Melted Mozzarella cheese', ' Pizza crust/dough (appears partially eaten)', ' Cooked beef or steak slice (appears to be medium-well to well-done)']",,,
dish_1562611649,"['Arugula leaves', 'Cherry tomato', 'Sliced beef (appears to be steak)', 'Pizza slice with pepperoni and melted mozzarella', 'What appears to be a walnut or pecan pieces', 'Light-colored dressing (possibly ranch or caesar)']",,,
dish_1562611680,"['Romaine lettuce', 'Cherry tomatoes', 'Croutons', 'Strip loin steak (appears medium-rare)', 'Grilled chicken breast', 'Pizza slice with tomato sauce and melted cheese (appears to be mozzarella)', 'Mixed greens (appears to include arugula)', 'Parmesan cheese shavings', 'Caesar dressing (visible on lettuce)']",,,
dish_1562611824,"['Mixed baby lettuces (appears to include red leaf lettuce and green leaf varieties)', 'Cherry tomato', 'Mesclun greens', 'Red oak leaf lettuce']",,,
dish_1562611853,"['Mixed baby lettuce leaves (appears to include red leaf lettuce)', 'Broccoli florets', 'Cherry tomato', 'Baby spinach leaves']",,,
dish_1562611878,"['Mixed baby lettuce greens', 'Cherry tomato', 'Broccoli florets', 'Roasted butternut squash chunks', 'Baby spinach leaves', 'Mixed microgreens']",,,
dish_1562613285,"['Baby arugula', 'Julienned carrots', 'Honey mustard dressing droplets']",,,
dish_1562613340,"['Arugula (rocket)', 'Flank steak (appears medium-rare)', 'Julienned carrots', 'Mixed green lettuce leaves']",,,
dish_1562613376,"['Arugula', 'Delicata squash (roasted)', 'Medium-rare beef (appears to be steak, possibly strip or tenderloin)', 'These are the clearly identifiable ingredients visible in the plated dish.']",,,
dish_1562613403,"['Arugula', 'Broccoli florets', 'Acorn or Delicata squash (roasted)', 'Medium-rare beef (appears to be steak, possibly strip or tenderloin)', 'Mixed salad greens']",,,
dish_1562613867,"['Ingredients:', 'Wild arugula (Eruca sativa, also known as rocket)', 'That appears to be the only ingredient visible on this white square plate a serving of fresh arugula leaves.']",,,
dish_1562613898,"['Arugula (Rocket) leaves', 'Steamed broccoli florets']",,,
dish_1562613918,"['Baby arugula', 'Broccoli florets', 'Sautéed shiitake mushrooms', 'Sea-salt (visible crystals on vegetables)']",,,
dish_1562613974,"['Ingredients visible:', 'Arugula (rocket) leaves', 'Broccoli florets', 'Grilled or roasted chicken pieces', 'Sesame seeds', 'Bell peppers (red visible)', 'Roasted squash or pumpkin pieces', 'Fresh herbs (appears to be parsley)', 'The plate appears to be a white square ceramic serving dish sitting on a glass surface.']",,,
dish_1562614121,"['Baby spinach leaves', 'Broccoli florets']",,,
dish_1562614158,"['Broccoli florets', 'Fresh baby spinach leaves', 'Cooked pork (appears to be tenderloin or loin cut)']",,,
dish_1562614952,"['Prime Rib (appears medium-rare)', 'Steamed Broccoli Florets', 'Turkey (appears to be roasted pieces)']",,,
dish_1562614980,"['Medium-rare beef (appears to be steak)', 'Button mushrooms (Agaricus bisporus)', 'Fresh broccoli florets', 'What appears to be chicken (light meat portion)']",,,
dish_1562615103,"['Arugula (rocket) leaves', 'Cherry tomatoes', 'Roasted butternut squash pieces', 'Portobello or cremini mushroom chunks', 'Pine nuts (toasted)', ""Note: The image is slightly blurry and taken from above, which makes some ingredients harder to identify with absolute certainty. These are the ingredients I can identify with reasonable confidence based on what's visible.""]",,,
dish_1562615128,"['Arugula (rocket) leaves', 'Cherry tomatoes', 'Beef strips (appears to be grilled or sautéed)', 'Roasted squash (likely kabocha or acorn variety)', 'Mixed nuts (appears to be walnuts)', 'Grilled eggplant pieces', 'Chicken chunks (appears grilled or roasted)']",,,
dish_1562615153,"['Arugula (rocket) leaves', 'Cherry tomatoes', 'Roasted/grilled eggplant', 'Roasted/grilled yellow squash', 'Grilled meat (appears to be pork or chicken)', 'Mixed green lettuce leaves', 'Black olives']",,,
dish_1562615283,"['On this white plate, there appears to be:', 'Fresh ginger root (pieces)', ""That's all I can definitively identify from this image. The brown pieces have the distinctive fibrous texture and color characteristic of ginger root.""]",,,
dish_1562615324,"['From what is visible on the white plate:', 'Dark chocolate pieces (appears to be broken/rough cut chunks)', 'The image quality and lighting make it difficult to definitively identify if there are different varieties of chocolate or other ingredients mixed in, but the pieces appear to be chocolate in varying shades of brown.']",,,
dish_1562615360,"['Deer heart (appears to be braised/cooked)', 'Arugula', 'Pecan halves', 'Fresh ginger root']",,,
dish_1562615388,"['Steamed broccoli florets', 'Grilled or roasted portobello mushrooms', 'Baby spinach leaves', 'Toasted pecan halves', 'What appears to be grilled or roasted pork (possibly tenderloin)']",,,
dish_1562617446,"[' Broccoli florets', ' Romaine lettuce', ' Pepperoni (appears to be on melted cheese)', ' Mozzarella cheese', ' What appears to be cubed eggplant', 'Note: The image is somewhat blurry and taken from above, making some ingredients difficult to identify with absolute certainty.']",,,
dish_1562617470,"['Steamed broccoli florets', 'Caesar salad (Romaine lettuce with Caesar dressing)', 'Roasted/grilled chicken pieces', 'Roasted root vegetables (appears to be potatoes)', 'What appears to be an enchilada or rolled tortilla with red sauce and melted cheese']",,,
dish_1562617492,"['Roast beef (appears to be medium-cooked)', 'Steamed broccoli florets', 'Caesar salad (romaine lettuce with visible caesar dressing)', 'Roasted potato chunks', 'What appears to be a marinara or tomato sauce-covered protein (possibly enchilada or stuffed pasta)', 'Mushrooms (appear to be sautéed)']",,,
dish_1562617939,"['From what is visible on the plate:', 'Mixed salad greens (appears to include red leaf lettuce)', 'Pine nuts', 'Carrots (appears to be julienned)', 'Note: The image is somewhat blurry and the lighting makes it difficult to identify all ingredients with complete certainty. Any additional ingredients present are not clearly distinguishable in this image.']",,,
dish_1562618000,"['Mixed salad greens (appears to include red leaf lettuce)', 'Broccoli florets', 'Grilled chicken breast pieces', 'Brown rice', 'Snow peas or sugar snap peas', 'Mixed green vegetables (appears to include romaine)', 'Appears to be some type of vinaigrette dressing visible on ingredients']",,,
dish_1562686577,"['Fresh raspberries', 'Fresh blackberries', 'Fresh blueberries', 'Fresh pineapple chunks', 'Baby bella mushrooms (appears roasted)', 'Scrambled eggs', 'Roasted carrots']",,,
dish_1562687246,"['Baby spinach leaves', 'Julienned carrots', 'Cherry tomato', 'Mixed salad greens (appears to be butter lettuce)']",,,
dish_1562687274,"[' Baby spinach leaves', ' Shredded carrots', ' Fresh strawberries', ' Fresh blueberries']",,,
dish_1562687299,"['Baby spinach leaves', 'Fresh blueberries', 'Strawberries', 'Yellow honeydew melon (cubed)', 'Shredded carrots']",,,
dish_1562687527,"['Baby spinach leaves', 'Fresh strawberries', 'Blueberries', 'Pineapple chunks', 'Shredded carrot', 'What appears to be a small baked or pastry item (brown object)', 'The image is slightly blurry, but these ingredients are clearly distinguishable on the white square plate.']",,,
dish_1562687554,"['Belgian-style waffle', 'Mixed salad greens (appears to be baby spinach and lettuce)', 'Shredded carrots', 'Fresh strawberries', 'Blueberries', 'Cubed yellow honeydew melon', 'Cherry tomatoes']",,,
dish_1562688524,"['Red seedless grapes', 'Roasted new potatoes', 'Fresh watermelon chunks']",,,
dish_1562688552,"['Red seedless grapes', 'Strawberries', 'Watermelon chunks', 'What appears to be Swedish-style meatballs', 'Cubed cheese (appears to be a light-colored hard cheese, possibly cheddar or Swiss)']",,,
dish_1562690047,"['Baby spinach leaves', 'Shredded carrots', 'Cherry tomatoes', 'Cucumber slices (partially visible)']",,,
dish_1562690074,"['Spinach leaves (raw)', 'Cherry tomatoes', 'Shredded carrots', 'Bacon strips (appears to be crispy cooked)']",,,
dish_1562690112,"['Baby spinach leaves', 'Cherry tomatoes', 'Shredded carrots', 'Meatballs (appears to be chicken or turkey based)', 'Bacon strips (appears to be crispy cooked)']",,,
dish_1562690144,"['Scrambled eggs', 'Bacon strips', 'Baby spinach leaves', 'Shredded carrots', 'Beef or pork cocktail sausages/meatballs', 'Apple slices', 'Red bell pepper pieces']",,,
dish_1562691000,"['Scrambled eggs', 'Broccoli florets', 'Fresh strawberries', 'Blueberries', 'Fresh pineapple chunks', 'Mango chunks']",,,
dish_1562691032,"['Scrambled eggs', 'Roasted broccoli florets', 'Fresh strawberries', 'Fresh blueberries', 'Fresh pineapple chunks', 'Potatoes (appears to be with brown sauce/gravy)']",,,
dish_1562691064,"[' Scrambled eggs', ' Hash browns', ' Broccoli florets', ' Fresh strawberries', ' Fresh pineapple chunks', ' Red potatoes (appears to be seasoned/roasted)']",,,
dish_1562691466,"['Sweet potatoes (cubed)', 'Broccoli florets', 'Scrambled eggs', 'Breakfast sausage links']",,,
dish_1562691613,"['Steamed broccoli florets', 'Roasted sweet potato cubes', 'White rice', 'Roasted button mushrooms']",,,
dish_1562691674,"['Broccoli florets', 'Roasted sweet potatoes', 'White potatoes', 'Mashed cauliflower', 'Ground meat (appears to be ground beef or turkey)', 'Cherry tomatoes', 'Mushrooms (appears to be button variety)', 'Root vegetables (possibly parsnips or turnips)']",,,
dish_1562691705,"[' Broccoli florets', ' Watermelon cubes', ' Sweet potato chunks', ' White potato pieces', ' Chia seed pudding (appears to be grey/white in color)', ' Cauliflower (appears steamed or boiled)', ' Carrots (cubed)']",,,
